# 国家地名信息库·地名读音
# https://dmfw.mca.gov.cn/sound.html
#
# 地名	类型	读音
# standardName	placeType	romanAlphabetSpelling

阿古拉	农村居民点	Ûûl
敖包泉子	农村居民点	Áobāoquánzǐ
敖包底	农村居民点	Áobāodǐ / Ôbôô Yôrôôr
艾来高勒	河流	Alai Gôl
敖木罕高勒	河流	Nômhan Gôl
艾吉佰	农村居民点	Ajibai
敖包胡吉日图	农村居民点	Ôbôôhûjirt
阿格特	农村居民点	Agt
安家沟村民委员会	村民委员会	Ānjiāgōu Cūnmínwěiyuánhuì
爱民街	支路	Àimín Jiē
敖包吐村民委员会	村民委员会	Ôbôôt Cūnmínwěiyuánhuì
敖包东梁	山	Ôbôô Dōngliáng
阿依嘎沟	山谷、谷地	Āyīgā Gōu
阿布达尔	农村居民点	Abdar
敖力布告嘎查	农村居民点	Ȏrbôggacaa
敖包艾勒嘎查	农村居民点	Ȏbôôn'ailgacaa
敖包后南	农村居民点	Ôbôôhòunán
敖包后北	农村居民点	Ôbôôhòuběi
昂乃	农村居民点	Angnal
敖包代	农村居民点	Ôbôôdai
敖包吐	农村居民点	Ôbôôt / ôbôôt
阿斯嘎沟	山谷、谷地	Ashaagûû
敖包塔	农村居民点	Ôbôô Tǎ
敖包滩	农村居民点	Ôbôôn Tān
敖包梁村民委员会	村民委员会	Ôbôô Liáng Cūnmínwěiyuánhuì
阿吉日玛音壕赖	草原	Ajirmain Hôôlai
阿如其日嘎壕	草原	Ar Qirgain Holai
鏊子渠	农村居民点	Àozǐqú
阿拉玛三西梁	草原	Alma Sānxīliáng
阿拉玛二西梁	草原	Alma Èrxīliáng
阿门乌素	草原	Aman Ûs
安居路北八街	支路	Ānjū Lù Běi 8 Jiē
安居路北二街	支路	Ānjū Lù Běi 2 Jiē
安居路北六街	支路	Ānjū Lù Běi 6 Jiē
安居路北七街	支路	Ānjū Lù Běi 7 Jiē
安居路北三街	支路	Ānjū Lù Běi 3 Jiē
安居路北四街	支路	Ānjū Lù Běi 4 Jiē
安居路北五街	支路	Ānjū Lù Běi 5 Jiē
安居路北一街	支路	Ānjū Lù Běi 1 Jiē
安宁路交通巷	支路	Ānníng Lù Jiāotōng Xiàng
敖恩格其音敖包乌拉	山峰	Ôngôqan Ôbôô Ûûl
阿恩本希热	山峰	Amban Xiree
阿日胡舒	山峰	Ar Hôxûû
阿日乌兰吉林	湖泊	Ar Ûlaan Jiran
阿日斯楞	山	Arslan
阿给图	沙漠	Agit
阿拉腾哈日	山	Altan Har
阿给图敖格钦	沙漠	Agit Ôgqin
阿日通格图	沙漠	Ar Tungget
敖勒斯台	沙漠	Ôlôstai
阿德格那木格	湿地（沼泽）	Adag Namag
阿布德尔陶勒盖	山峰	Abdar Tôlgai
阿拉坦希热	山峰	Altan Xiree
阿古日海	山峰	Ûûrhai
阿青乌拉	山峰	Aqain Ûûl
敖包图呼仁	山	Ôbôôt Hureng
阿日敖格钦	沙漠	Ar Ôgqin
阿木特图诺日	湖泊	Amtat Nûûr
敖如拉干那木格	湿地（沼泽）	Ôrlôgôn Namag
敖日艾呼都嘎浩特	农村居民点	Ôrôin Hûdag Hôt
阿拉塔敖包嘎查委员会巴彦查干浩特	农村居民点	Altan Ôbôô Gaqaanai Joblel Bayan Qagaan Hôt
阿拉坦杭盖浩特	农村居民点	Altan Hangai Hôt
阿拉坦都热浩特	农村居民点	Altan Doroo Hôt
阿拉塔敖包嘎查委员会贡德日苏浩特	农村居民点	Altan Ôbôô Gaqaanai Joblel Guun Deres Hôt
敖包恩阿日浩特	农村居民点	Ôbôôn Ar Hôt
阿拉塔敖包嘎查委员会舒图浩特	农村居民点	Altan Ôbôô Gaqaanai Joblel Suut Hôt
阿其图满哈浩特	农村居民点	Aqad Mangh Hôt
阿日音乌苏浩特	农村居民点	Arin Ûs Hôt
敖包图	湿地（沼泽）	Ôbôôt
阿德日根	山	Adargan
阿日塔塔勒	湿地（沼泽）	Ar Tataal
敖包图塔塔拉	湿地（沼泽）	Ôbôôt Tataal
阿拉塔廷准敖格钦	沙漠	Altatin Juun Ôgqin
阿尔山路	主干路	Arshaan Zam Lù
阿木尔北街	主干路	Amar Jiē
阿木尔南街	主干路	Amar Jiē
阿拉腾敖包浩特	农村居民点	Altan Ôbôô Hôt
阿日浩宁塔拉白浩特	农村居民点	Ar Hônin Talbai Hôt
阿日乌兰敖包浩特	农村居民点	Ar Ûlaan Ôbôô Hôt
敖包图淖尔	湖泊	Ôbôôt Nûûr
阿日扎哈浩特	农村居民点	Ar Jaha Hôt
阿拉腾塔拉嘎查委员会	村民委员会	Altan Tal Gaqaa Wěiyuánhuì
阿德格乌兰哈达	山	Adag Ûlaan Had
阿日毛道嘎查委员会	村民委员会	Ar Môd Gaqaa Wěiyuánhuì
敖伦布拉格嘎查委员会	村民委员会	Ôlôn Bûlag Gaqaa Wěiyuánhuì
敖恩次陶勒盖	沙漠	Ônq Tôlgôi
昂楚盖陶拉盖浩特	农村居民点	Ôngôgôi Tôlgôi Hôt
阿拉塔图淖尔	湖泊	Altad Nûûr
阿拉腾图雅嘎查委员会	村民委员会	Altan Tuyaa Gaqaa Wěiyuánhuì
阿拉腾玛拉盖	沙漠	Altan Malgai
阿拉腾朝格苏木	乡级行政区	Altan Qôg Sôm
阿拉腾敖包镇	乡级行政区	Altan Ôbôô Zhèn
敖伦淖尔	湖泊	Ôlan Nûûr / Ôlôn Nûûr
阿布盖淖尔	湖泊	Abgai Nûûr
阿拉塔钦阿木	山口、关隘	Altqin Am
阿给廷包日勒吉	沙漠	Agitin Bôrôlj
敖包廷包日勒吉	沙漠	Ôbôôtin Bôrôlj
敖恩陶勒盖音包日勒吉	沙漠	Ôôn Tôlgôin Bôrôlj
奥日斯音堂浩特	农村居民点	Ôrôsin Tang Hôt
敖包图达巴	山口、关隘	Ôbôôt Dabaa
敖包梁	山口、关隘	Ȏbôô Liáng / Ôbôô Liáng / Ôbôôt Liáng
阿日浑迪林区	森林	Ar Hundi Línqū
爱日根图达巴	山口、关隘	Airgentu Dabaa
阿巴达仁台林区	森林	Abdarantai Línqū
阿日海日罕	山峰	Ar Hairhan
阿拉嘎亚马图	山峰	Alag Yamaat
阿德日根乌拉	山峰	Adargan Ûûl
阿特日音柴达木	湿地（沼泽）	Atarin Qaidam
阿如珠力格	湿地（沼泽）	Ar Julge
阿给那图音柴达木	湿地（沼泽）	Aginatin Qaidam
阿日音乌兰	湿地（沼泽）	Arin Ûlaan
阿拉代芒哈	沙漠	Aldai Mangh
阿拉塔干	沙漠	Altagan
阿拉嘎浑迪	山谷、谷地	Alag Hondei
敖包前	农村居民点	Ôbôôn Qián / Ôbôô qián
敖包后	农村居民点	Ôbôôn Hòu / Ôbôôhòu / Áobāohòu
阿日山高勒村村民委员会	村民委员会	Arxaan Gôl Cūn Cūnmín Wěiyuánhuì
阿日山艾勒嘎查委员会	村民委员会	Arxaan Ail Gaqaa Wěiyuánhuì
敖益德三角洲	三角洲	Nôyad Sānjiǎozhōu
敖日查格乌拉	山	Ôôrqag Ûûl
敖包艾勒	农村居民点	Ôbôôn Ail / Ôbôô Ail / Ôbôô'ail
敖日盖嘎查委员会	村民委员会	Nûûrgai Gaqaa Wěiyuánhuì
阿力木吐嘎查委员会	村民委员会	Alimt Gaqaa Wěiyuánhuì
安岗南山	山峰	Āngǎngnán Shān
阿里亚东山	山峰	Aliya Dōngshān
安岗山	山峰	Āngǎng Shān
阿勒坦道格	山峰	Altan Dog
阿布日根敖来	山峰	Abôrgan Ôrôi
阿日其图	山峰	Arqit
敖包图	山峰	Ôbôôt
敖勒斯图浩日格	山谷、谷地	Ôlôst Hôrgô
阿贵沟	山谷、谷地	Agûin Gôl
阿贵音苏木	山谷、谷地	Agûin Sum
阿尔木盖特	沙漠	Ar Môgôit
阿拉格德热勒金达巴	山坡	Altag Dorboljin Dabaa
敖勒斯图达巴	山坡	Ôlôst Dabaa
阿尔呼都格庙	农、林、牧场点	Ar Hûdag Miào
阿木斯尔	农、林、牧场点	Amsar
敖包恩格日	农、林、牧场点	Oboon Engger
敖包阿日	山	Ôbôôn Ar
敖包阿日音好热	农、林、牧场点	Oboon Ariin Horoo
阿尔其格	农、林、牧场点	Aarqig
敖伦海勒斯	农、林、牧场点	Olon Hailas
阿尔善图高勒	山	Arxaant Gôl
阿尔善图音霍托勒	山	Arxaantiin Hotol
阿日霍布	山	Ar Hub
敖日很	农、林、牧场点	Orhon
昂嘎日海	山	Anggarhai
阿拉梦	农、林、牧场点	Alman
阿日图呼木	农、林、牧场点	Ar Tuhem
阿拉嘎阿吉日嘎	农、林、牧场点	Alag Ajirag
阿达日嘎	农村居民点	Adargr
阿拉根诺尔	湖泊	Algan Nûûr
阿日拉浑迪	山谷、谷地	Aral Hondei
阿拉嘎诺尔	湖泊	Alag Nûûr
敖图嘎乌拉	山	Ôtôg Ûûl
阿尔斯楞乌拉	山	Arslan Ûûl
阿日吉嘎达巴	山	Arjig Dabaa
敖布台	山	Ôbtai
敖兰沟	山谷、谷地	Ôlôn Gûû
敖尔其格达巴	山	Ôôrqig Dabaa
村学	农村居民点	Cūnxué
鱼溪	农村居民点	Yúxī
禾叉管	山	Héchāguǎn
卡日过	山谷、谷地	Kǎrìguò
苏家堰村村民委员会	村民委员会	Sūjiāyàncūn Cūnmínwěiyuánhuì
刘楼	农村居民点	Liúlóu
唐古拉山脉	山体	Tánggǔlā Shānmài / Tánggǔlāshānmài
莫尼哈贡玛	山口、关隘	Mòníhāgòngmǎ
大南沟	山谷、谷地	Lhokhogchen / Dànán Gōu / Dà Nán Gōu / Dànángōu
菖蒲岩上	农村居民点	Chāngpúyánshàng
萝卜凹	山	Luóbo'āo
焦碑寺村村民委员会	村民委员会	Jiāobēisìcūn Cūnmínwěiyuánhuì
姜克贴勒	山	Jiāngkètiēlè
瓦厂湾	农村居民点	Wǎchǎngwān / Wàchǎngwān
毛源头	农村居民点	Máoyuántóu
江通	山谷、谷地	Jiāngtōng
埂丘	农村居民点	Gěngqiū
观音堂村村民委员会	村民委员会	Guānyīntángcūn Cūnmínwěiyuánhuì
老君庙	农村居民点	Lǎojūnmiào
中坌村横屳	农村居民点	Zhōngfēncūnhénghèn
担水坑	山谷、谷地	Dānshuǐkēng
园坑	农村居民点	Yuánkēng
日布巴木塞	山体	Rìbùbāmùsài
哲合钦	山谷、谷地	Zhéhéqīn
南山下	农村居民点	Nánshānxià
三合村石圾	农村居民点	Sānhécūnshíjī
笔都路	支路	Bǐdōu Lù
劳日特	山	Láorìtè
艾堆上	农村居民点	àiduīshàng
杀人坳	农村居民点	Shārén'ào
会仙桥村村民委员会	村民委员会	Huìxiānqiáocūn Cūnmínwěiyuánhuì
普合	农村居民点	Pǔhé
长坑	山谷、谷地	Chángkēng / Cháng Kēng
宋庄	农村居民点	Sòngzhuāng
杨家湾	农村居民点	Yángjiāwān / Yangja Khug
中结村民委员会	村民委员会	Zhōngjié Cūnmínwěiyuánhuì
埠头	农村居民点	Bùtóu / Bùtou
圆树安	农村居民点	Yuánshù'ān
石桥	农村居民点	Shíqiáo
尕日挡隆洼	山谷、谷地	Gǎrìdǎnglóngwā
油房坝	农村居民点	Yóufángbà
腊芳	农村居民点	Làfāng
桂枝垭村村民委员会	村民委员会	Guìzhīyàcūn Cūnmínwěiyuánhuì
西冲王家	农村居民点	Xīchōngwángjiā
滥田坎	农村居民点	Làntiánkǎn
凤凰村民委员会	村民委员会	Fènghuáng Cūnmínwěiyuánhuì
企日将玛	山	Qǐrìjiāngmǎ
猪乸山	山	Zhūnǎ Shān
源西垇	农村居民点	Yuánxī'ào
紫霞路	支路	Zǐxiá Lù
赛狼岸玛	山谷、谷地	Sàiláng'ànmǎ
者库	农村居民点	Zhěkù
通心岗	山	Tōngxīn Gǎng
小陈	农村居民点	Xiǎochén
察塘	草原	Chátáng
烂泥垄	农村居民点	Lànnílǒng
下南边	农村居民点	Xiànánbiān
刘家坝	农村居民点	Liújiābà
白石徐家	农村居民点	Báishíxújiā
尼结隆洼	山谷、谷地	Níjiélóngwā
达埠口	农村居民点	Dábùkǒu
卧雁滩	农村居民点	Wòyàntān
玛吾达扎	山体	Mǎwúdázhā
来龙观	农村居民点	Láilóngguān
隆石干琼洼	山谷、谷地	Lóngshígànqióngwā
汤家湾	农村居民点	Tāngjiāwān
乔梓窝	农村居民点	Qiáozǐwō
当代	农村居民点	Dāngdài
大坑尾	山谷、谷地	Dàkēngwěi
新村	农村居民点	Xīncūn / Xīn Cūn
林山	农村居民点	Línshān
宝石桥	农村居民点	Bǎoshíqiáo
凉岭坳	农村居民点	Liánglǐng'ào
克勤	山谷、谷地	Khuchen
宋家巷	支路	Sòngjiā Xiàng
乌兰哈少	农村居民点	Ûlaan Hûxûû
坛口路	支路	Tánkǒu Lù
圐圙峁	农村居民点	Huree Mǎo
仙女垄	农村居民点	Xiānnǚlǒng
新庵上	农村居民点	Xīn'ānshàng
采尔隆	山谷、谷地	Tsher Lung
象形	农村居民点	Xiàngxíng
五龙庵	农村居民点	Wǔlóng'ān
刀劳尧	农村居民点	Dôlôôn Yáo
烟坑坞	农村居民点	Yānkēngwù
郎赛乔	湿地（沼泽）	Lingzekhyo
鸬鹚坑	农村居民点	Lúcíkēng
奎通不拉沟	农村居民点	Huiten Bûlag Gōu
马坑	农村居民点	Mǎkēng / mǎkēng
加干那乔	湿地（沼泽）	Gyaganna
龙土	农村居民点	Lóngtǔ
曲河沃保	山谷、谷地	Chukar Bompo
香姑场	农村居民点	Xiānggūchǎng
槽溪	农村居民点	Cáoxī
萝卜仙	农村居民点	Luóboxiān
勉励沟	农村居民点	Meiren Gōu
苏合布	山谷、谷地	Sogbu
下洛口	农村居民点	Xiàluòkǒu
江家源	农村居民点	Jiāngjiāyuán
纳林沟	农村居民点	Narin Gōu
矮岭	农村居民点	ǎilǐng / Ǎi Lǐng / Ǎilǐng
苏宏	山	Solpon
中心	农村居民点	Zhōngxīn / Zhòngxīn
扭圪兔	农村居民点	Nuhet
山田坑	农村居民点	Shāntiánkēng
哇河哲合玛尔坚	山	Dragmar Jan
毛家村民委员会	村民委员会	Máojiā Cūnmínwěiyuánhuì / Ma'o Ca Sde Dmangs U Yon Lhan Khang
上坪峰	农村居民点	Shàngpíngfēng
铁孟沟	农村居民点	Tumen Gōu
西池村民委员会	村民委员会	Xīchí Cūnmínwěiyuánhuì
脚成坑	农村居民点	Jiǎochéngkēng
赛尔尼查卡	湿地（沼泽）	Sernyatshakha
玕山村石角	农村居民点	Gānshāncūnshíjiǎo
胎海沟	农村居民点	Taiga Gōu
录竹	农村居民点	Lùzhú
那勾热	湿地（沼泽）	Nagugra
上高坊	农村居民点	Shànggāofāng
小背坑	农村居民点	Xiǎobèikēng
生贝贡玛	山谷、谷地	Sipe Gongma
乌梁太	农村居民点	Olongt
小黄草	农村居民点	Xiǎohuángcǎo
哈玛儿	山谷、谷地	Hamar
洋罗坑	农村居民点	Yángluókēng
大敖包	农村居民点	Dà Ôbôô
恰秀隆哇	山谷、谷地	Chashul Lungwa
马脑	农村居民点	Mǎnǎo
拉隆	山谷、谷地	La Lung / Lālóng / Lamlung / Lalung / Lhalung / Lālǒng
大乌兰不浪	农村居民点	Dà Ûlaan Bûlag
下解放路	支路	Xiàjiěfàng Lù
恰自乔干	湿地（沼泽）	Chuzigkhyogan
芒头窝	农村居民点	Mángtóuwō
母花不拉	农村居民点	Mûhar Bûlag
高伊乔干	湿地（沼泽）	Koyekhyogan
龙王殿	农村居民点	Lóngwángdiàn
曾家巷	支路	Zēngjiā Xiàng
邳山	农村居民点	Pīshān
楼屋下	农村居民点	Lóuwūxià
唐胜甲坝	农村居民点	Tôôsn Jab
大门前	农村居民点	Dàménqián
道恰来	山	Do Traleb
上坳	农村居民点	Shàng'ào / shàngào
赛合勒	山	Serlag
乌兰不浪	农村居民点	Ûlaan Bûlag
杂木力	山谷、谷地	Dzam Lhe
竹山背	农村居民点	Zhúshānbèi
新屋场	农村居民点	Xīnwūchǎng / Xīnwūcháng
夏家	农村居民点	Xiàjiā
果采隆哇	山谷、谷地	Gotsha Lungwa
八丘田	农村居民点	Bāqiūtián
曲河杂让	山谷、谷地	Chukar Tsaring
下冬隆哇	山谷、谷地	Xiàdōnglóngwā
小乌兰不浪	农村居民点	Xiǎo Ûlaan Bûlag
金塘	农村居民点	Jīntáng
曲河查勒	山谷、谷地	Chukartarli
黄家	农村居民点	Huángjiā / Huáng Jiā
呀伊乔干	湿地（沼泽）	Nyyekhyogan
原胜常沟	农村居民点	Yuánshèngchánggōu
茅芫背	农村居民点	Máoyuánbèi
贡乔	湿地（沼泽）	Gonkhyo
小山村民委员会	村民委员会	Xiǎoshān Cūnmínwěiyuánhuì
瓦蒙则木东乔	湿地（沼泽）	Wamang Tsedung
夏吾隆哇	山谷、谷地	Xiàwúlóngwā
小敖包	农村居民点	Xiǎo Ôbôô
朗曲乔尔干	湿地（沼泽）	Langchukhyogan
松树坑	农村居民点	Sōngshùkēng
摆彦塔	农村居民点	Bayarin Tal
德拉玛尕玛	山谷、谷地	Délāmǎgǎmǎ
也隆	山谷、谷地	Yu Lung
湛口村民委员会	村民委员会	Zhànkǒu Cūnmínwěiyuánhuì
德拉玛贡玛	山谷、谷地	Délāmǎgòngmǎ
生贝秀玛	山谷、谷地	Sipe Zholma
樟村坞	农村居民点	Zhāngcūnwù
措隆	湖泊	Cuòlóng
道尕隆哇	山谷、谷地	Dokarlungwa
中舍	农村居民点	Zhōngshě
凌村畈	农村居民点	Língcūnfàn
浒溪	农村居民点	Hǔxī
班脑河村村民委员会	村民委员会	Bānnǎohécūn Cūnmínwěiyuánhuì
柴登壕	农村居民点	Qaidam Háo
果赛隆哇	山谷、谷地	Goser Lungwa / Guǒsàilóngwā
上田边	农村居民点	Shàngtiánbiān
赤吾沟	山谷、谷地	Chìwúgōu
岭下	农村居民点	Lǐngxià
上堡	农村居民点	Shàngbǎo / Shàng Bǎo / Shàngpǔ / Ledzong
场汉那儿	农村居民点	Qagaan Nûûr
满隆	山谷、谷地	Mǎnlóng
达尔琼	山谷、谷地	Tarchung
中山路	支路	Zhōngshān Lù
尔圪气沟	农村居民点	Ôrgiq Gōu
莫日	山谷、谷地	Mo Ri
萨俄	山谷、谷地	Sà'é
尔圪气召	农村居民点	Ôrgiqin Jûû
智玛	山谷、谷地	Zhìmǎ
宁庆乔	湿地（沼泽）	Nyinchenkhyo
后唐纳沟	农村居民点	Hòu Taan Gōu
兰木群	山谷、谷地	Lánmùqún
站前北路	支路	Zhànqiánběi Lù
日迪还参木	湿地（沼泽）	Ride Dretsham
帕赛	山谷、谷地	Pàsài
漫兰沟	农村居民点	Môil Gōu
陂下	农村居民点	Pōxià / Píxià / Bēixià
茅坑	农村居民点	Máokēng
轧隆	山谷、谷地	Zhálóng
热尼	山谷、谷地	Rane / Rèní / Rine / Rènǐ
阿乔隆哇	山谷、谷地	Ngacho Lungwa
结木掌	山谷、谷地	Jiémùzhǎng
前唐纳沟	农村居民点	Qián Taan Gōu
栗芫	农村居民点	Lìyuán
赞木尕地来山	山	Zamkardelu
多贡麻村村民委员会	村民委员会	Duōgòngmácūn Cūnmínwěiyuánhuì
乌溪	农村居民点	Wūxī / Wùxī
萨日	山	Sa Ri / Sàrì
满掌村村民委员会	村民委员会	Mǎnzhǎngcūn Cūnmínwěiyuánhuì
中坪村民委员会	村民委员会	Zhōngpíng Cūnmínwěiyuánhuì
叶家山	农村居民点	Yèjiāshān
晓日热肖	山	Shorririshor
旦琼	山谷、谷地	Dànqióng
当毛叉勒	山	Dangmotralu
渡口村民委员会	村民委员会	Dùkǒu Cūnmínwěiyuánhuì
郑冲	农村居民点	Zhèngchòng
桑隆卡恰	山谷、谷地	Sānglóngkǎqià
上桃花	农村居民点	Shàngtáohuā
翁波乔	湿地（沼泽）	Bompokhyo
余坊村民委员会	村民委员会	Yúfāng Cūnmínwěiyuánhuì
九甲	农村居民点	Jiǔjiǎ
新桃花	农村居民点	Xīntáohuā
多伊乔	湿地（沼泽）	Goyekho
佐诺村村民委员会	村民委员会	Zuǒnuòcūn Cūnmínwěiyuánhuì
礼门	农村居民点	Lǐmén
大路口路	支路	Dàlùkǒu Lù
敖差尕玛	山谷、谷地	Ngotragabma
多娘村村民委员会	村民委员会	Duōniángcūn Cūnmínwěiyuánhuì
洛吉卡哇尔	山谷、谷地	Lhoje Khawar
梅岭路	支路	Méilǐng Lù
武东村民委员会	村民委员会	Wǔdōng Cūnmínwěiyuánhuì
伊乌柔	山谷、谷地	Yīwūróu
蓝家	农村居民点	Lánjiā
依热玛	湿地（沼泽）	Yurime Khyogan
大芫塘	农村居民点	Dàyuántáng
格勒琼	山谷、谷地	Géleqióng
勒格那恰	湿地（沼泽）	Lugu Nacha
程家坡	农村居民点	Chéngjiāpō
高市村民委员会	村民委员会	Gāoshì Cūnmínwěiyuánhuì
坑地	农村居民点	Kēngdì
更隆	山谷、谷地	Gēnglóng / Cunlung / Gènglóng
隆杆	山谷、谷地	Lónggān
桃玉沟	农村居民点	Táoyùgōu
龙洲村民委员会	村民委员会	Lóngzhōu Cūnmínwěiyuánhuì
西山村民委员会	村民委员会	Xīshān Cūnmínwěiyuánhuì / Xīshān Cūnmín Wěiyuánhuì
阿呀隆哇	山谷、谷地	Āyalóngwa
交格宗杂玛尔	山	Drogdzong Dzamar
老月玄	农村居民点	Lǎoyuèxuán
隆青玛	山谷、谷地	Lóngqīngmǎ
董仲村村民委员会	村民委员会	Dǒngzhòngcūn Cūnmínwěiyuánhuì
冷水村民委员会	村民委员会	Lěngshuǐ Cūnmínwěiyuánhuì
曲隆	山	Chelung
兰青村村民委员会	村民委员会	Lánqīngcūn Cūnmínwěiyuánhuì
夏家源	农村居民点	Xiàjiāyuán
后上河	农村居民点	Hòushànghé
车家	农村居民点	Chējiā
日则雅尔勒	山谷、谷地	Rìzéyǎ'ěrlè
哪合萨布	山谷、谷地	Nagzab
坪前	农村居民点	Píngqián
上西沟	农村居民点	Shàngxīgōu / Nulung Gong
高依	山谷、谷地	Goye
加不特尔	山谷、谷地	Jiābùtè'ěr
那呢合当	湿地（沼泽）	Nanag Dang
田西排	农村居民点	Tiánxīpái
三层	山谷、谷地	Sāncéng
贡拉布则乔	湿地（沼泽）	Gonlabtsekhyo
张旺沟	农村居民点	Zhāngwànggōu
升米冲	山谷、谷地	Shēngmǐchòng
德巴尔隆哇	山谷、谷地	Dewurlungwa
查仓	山谷、谷地	Chácāng
下理法寺	农村居民点	Xiàlǐfǎsì
上园	农村居民点	Shàngyuán
赛尔沃	山谷、谷地	Sergor
索乎隆	山谷、谷地	Suǒhūlóng
石岭路	支路	Shílǐng Lù
崔家沟	农村居民点	Cuījiāgōu
上头	农村居民点	Shàngtóu / shàngtóu
韭菜板沟	农村居民点	Jiǔcàibǎngōu
塘尾路	支路	Tángwěi Lù
冷隆	山谷、谷地	Lěnglóng
抱榆树	农村居民点	Bàoyúshù
尼隆	山谷、谷地	Nǐlóng / Nílóng
胜利街	支路	Shènglì Jiē
黄竹坑	农村居民点	Huángzhúkēng / huángzhúkēng
林家坪	农村居民点	Línjiāpíng
小沙沟	农村居民点	Xiǎoshāgōu
俄郎贡玛	山谷、谷地	Élánggòngmǎ
花木村民委员会	村民委员会	Huāmù Cūnmínwěiyuánhuì
龙回	农村居民点	Lónghuí
小坪	农村居民点	Xiǎopíng
小寨街	支路	Xiǎozhài Jiē
赤沟村村民委员会	村民委员会	Chìgōucūn Cūnmínwěiyuánhuì
张家湾	农村居民点	Zhāngjiāwān
克迈村村民委员会	村民委员会	Kèmàicūn Cūnmínwěiyuánhuì
石灶村村民委员会	村民委员会	Shízàocūn Cūnmínwěiyuánhuì
南车村民委员会	村民委员会	Nánchē Cūnmínwěiyuánhuì
社洲村民委员会	村民委员会	Shèzhōu Cūnmínwěiyuánhuì
知谢尔	山谷、谷地	Zhīxiè'ěr
曾坊村民委员会	村民委员会	Zēngfāng Cūnmínwěiyuánhuì / Zēngfáng Cūnmínwěiyuánhuì
石昌村民委员会	村民委员会	Shíchāng Cūnmínwěiyuánhuì
竹山村民委员会	村民委员会	Zhúshān Cūnmínwěiyuánhuì
石碑岭	农村居民点	Shíbēilǐng
给隆尕玛	山谷、谷地	Gěilónggǎmǎ
唐家梁村村民委员会	村民委员会	Tángjiāliángcūn Cūnmínwěiyuánhuì
隆筒	山谷、谷地	Lóngtǒng
小康路	支路	Xiǎokāng Lù
新北街	支路	Xīnběi Jiē
龙坵	农村居民点	Lóngqiū
莱青	山谷、谷地	Láiqīng
平都路	支路	Píngdū Lù
扎奔	山谷、谷地	Zhābēn
鱼石街	支路	Yúshí Jiē
伯塘村民委员会	村民委员会	Bótáng Cūnmínwěiyuánhuì
岗果	山谷、谷地	Gǎngguǒ
上房	农村居民点	Shàngfáng
青木村村民委员会	村民委员会	Qīngmùcūn Cūnmínwěiyuánhuì
上江边	农村居民点	Shàngjiāngbiān
知钦村村民委员会	村民委员会	Zhīqīncūn Cūnmínwěiyuánhuì
白岩洞村村民委员会	村民委员会	Báiyándòngcūn Cūnmínwěiyuánhuì
崩坎	农村居民点	Bēngkǎn
柏木村民委员会	村民委员会	Bómù Cūnmínwěiyuánhuì
老道沟	农村居民点	Lǎodàogōu
